id,story_id,author_id
199,102105,21497
200,102108,21497
201,102376,21497
202,102381,21497
203,102424,21497
204,101795,21497
205,102427,21497
206,102429,21497
207,102431,21497
208,102441,21497
209,102443,21497
210,102445,21497
211,102447,21497
212,102450,21497
213,102494,21497
214,102567,21497
215,102571,21497
216,104014,21497
217,81648,17296
218,103989,21531
219,103972,21175
220,103954,21810
221,103916,21771
222,103888,21767
223,103876,21756
224,103851,21817
225,103853,21510
226,103836,21781
227,103801,21770
228,103809,21090
229,103796,21771
230,103788,21755
231,103770,21768
232,103690,21531
233,103742,21779
234,103688,21771
235,103672,21331
236,103642,21810
237,103642,21327
238,103642,21768
239,103642,21175
240,103642,21531
241,103607,21327
242,103621,21771
243,103554,21770
244,103555,21090
245,103500,21767
246,103500,21769
247,103541,21175
248,103541,21769
249,103541,21090
250,103493,21771
251,103448,21510
252,103445,21779
253,103396,20808
254,103212,21768
255,103212,21772
256,103222,21768
257,103256,21756
258,103243,21774
259,103243,21778
260,103228,20974
261,103228,21777
262,103226,21774
263,103226,21776
264,103322,21560
265,103339,20808
266,103198,21090
267,103187,21771
268,103161,21533
269,103154,21756
270,103140,21755
271,103107,21756
272,103079,21533
273,103060,21531
274,103041,21510
275,102992,21510
276,102992,21531
277,102992,21755
278,102968,21510
279,102954,21531
280,102901,21745
281,102890,21557
282,102849,21509
283,102851,21530
284,102845,21514
285,102836,21518
286,102828,21533
287,102802,21506
288,102792,21506
289,102789,21507
290,102789,21532
291,102743,21510
292,102756,21618
293,102726,21515
294,102725,21508
295,102692,21595
296,102675,21507
297,102674,21532
298,102642,21513
299,102653,21509
300,102580,21530
301,102568,21618
302,102554,21497
303,102539,21241
304,102529,21531
305,102518,21512
306,102163,21517
307,102510,21518
308,102498,21506
309,102947,21508
310,102947,21595
311,102467,21530
312,102455,21533
313,102350,21515
314,102390,21511
315,102314,21532
316,102297,21700
317,102297,21701
318,102321,21510
319,102321,21532
320,102299,21507
321,102299,21513
322,102306,21533
323,102270,21533
324,102265,21241
325,102259,21509
326,102247,21514
327,102174,21513
328,102156,21515
329,102134,21530
330,102089,21507
331,102079,21557
332,101911,21331
333,101910,21483
334,102033,21510
335,101988,1326
336,101983,21510
337,101885,21507
338,101885,21241
339,101898,21533
340,101882,21514
341,101889,21509
342,101848,21531
343,101832,21533
344,101831,21511
345,101813,21621
346,101736,21530
347,101715,21533
348,101668,21513
349,101630,21508
350,101651,21509
351,101633,21514
352,101644,21506
353,101605,21531
354,101418,21530
355,101418,21507
356,101206,21521
357,101259,21519
358,101284,21243
359,101388,21243
360,101379,21521
361,101389,21517
362,101403,21518
363,101336,21561
364,101336,21618
365,101336,21623
366,101343,21511
367,101316,21515
368,101289,21512
369,101289,21530
370,101273,21532
371,101228,21531
372,101232,21512
373,101194,21507
374,101182,21514
375,101185,21507
376,101159,21595
377,101115,21506
378,101109,21241
379,101100,21509
380,101091,21588
381,101049,21513
382,100997,21503
383,100906,21514
384,100919,21515
385,100858,21531
386,100858,21510
387,100861,21533
388,100883,21513
389,100866,21557
390,100866,21507
391,100866,21513
392,100866,21530
393,100812,21514
394,100810,21511
395,100810,21530
396,100758,21561
397,100695,21513
398,100695,21557
399,100652,21506
400,100667,21508
401,100663,21509
402,100641,21531
403,100612,21532
404,100499,21532
405,100579,21515
406,100571,18712
407,100567,21497
408,100564,20808
409,100522,21241
410,100523,21515
411,100518,21533
412,100490,21507
413,100490,21530
414,100451,21510
415,100365,17296
416,100182,21498
417,100173,21497
418,100175,21497
419,100178,21301
420,100180,21497
421,100186,21497
422,100184,21497
423,100269,21497
424,95312,21497
425,100152,21485
426,100152,21488
427,99881,21485
428,99881,21488
429,99959,21482
430,99959,21483
431,99959,21484
432,99882,21486
433,99882,21508
434,99829,20974
435,99829,21487
436,99836,21489
437,99836,21492
438,99841,21491
439,99841,21493
440,99916,21481
441,100072,20974
442,100072,21508
443,99823,1326
444,99536,20984
445,99802,21328
446,99796,21327
447,99773,21348
448,99741,21336
449,99728,21268
450,99720,21310
451,99716,21310
452,99712,21310
453,99708,21310
454,99701,21310
455,99697,21310
456,99693,21310
457,99684,21338
458,99684,21404
459,98912,21332
460,99625,20990
461,99625,21321
462,99582,21331
463,99601,21333
464,99584,21315
465,99583,21342
466,99570,21301
467,99562,21337
468,99553,21320
469,99528,21328
470,99519,21337
471,99516,21328
472,99516,21327
473,98870,21311
474,99151,21312
475,99147,21312
476,99149,21312
477,99437,21312
478,99435,21312
479,99496,21311
480,99471,20990
481,99460,21348
482,99451,21404
483,99420,21327
484,99379,20891
485,99391,20990
486,99273,21311
487,99363,21311
488,99303,21342
489,99342,21328
490,99335,21315
491,99332,21328
492,99307,21301
493,99301,20988
494,99295,21266
495,99287,17296
496,99276,21268
497,99265,21342
498,99087,21266
499,99074,21338
500,99074,21343
501,99091,21337
502,98916,21332
503,99032,21327
504,98989,21320
505,98948,21333
506,98974,21334
507,98952,21268
508,98935,20891
509,98904,20990
510,98890,21320
511,98890,21331
512,98874,20990
513,98847,21321
514,98792,21267
515,98785,21311
516,98775,21268
517,98753,21311
518,98747,21266
519,98709,21320
520,98735,21310
521,98731,21310
522,98727,21310
523,98723,21310
524,98641,21311
525,98690,21342
526,98675,21301
527,98688,21334
528,98670,21348
529,98617,21404
530,98628,20990
531,98627,21268
532,98627,21348
533,98534,21311
534,98541,21342
535,98517,21348
536,98512,21338
537,98501,21331
538,98429,21332
539,98477,21315
540,98461,21320
541,98442,21266
542,98427,21334
543,98383,21327
544,98365,21301
545,98368,21337
546,98341,21342
547,98341,21328
548,98347,21315
549,98331,21266
550,98320,21320
551,98286,21342
552,98278,21311
553,98268,21312
554,98276,21348
555,98190,21312
556,98252,21320
557,98244,21328
558,98238,21301
559,98207,20990
560,98209,21315
561,98196,21337
562,98180,21333
563,98163,20808
564,97896,20613
565,97900,21366
566,97900,21367
567,97902,21368
568,97902,21366
569,97897,21364
570,97897,21365
571,97904,21369
572,97904,21370
573,97700,20897
574,98114,21348
575,98073,20990
576,98073,21337
577,98080,21267
578,98071,21334
579,98025,21342
580,97957,20990
581,98006,21327
582,97961,20891
583,97947,21343
584,97885,21315
585,97855,21320
586,97850,21267
587,97845,21301
588,97793,21268
589,97781,21337
590,97781,21327
591,97778,21266
592,97740,20990
593,97734,21320
594,97685,20927
595,97674,21266
596,97659,20891
597,97640,21301
598,97640,21267
599,97632,21337
600,97601,21334
601,97601,21268
602,97587,1326
603,97336,20985
604,97350,21321
605,97282,21329
606,97314,21328
607,97304,21060
608,97329,21327
609,97272,21510
610,97249,21330
611,97519,21267
612,97519,21315
613,97516,21301
614,97484,21315
615,97480,21268
616,97437,21266
617,97247,21268
618,97382,21301
619,97202,21267
620,97222,21268
621,97210,21268
622,97129,21264
623,97129,21265
624,97093,20808
625,97090,1326
626,96786,21241
627,96902,20934
628,96829,21241
629,96803,21243
630,96776,21243
631,96774,21260
632,96817,21240
633,96817,21260
634,96817,21243
635,96817,21242
636,96775,21240
637,96778,21242
638,97052,21242
639,97052,21235
640,96826,21260
641,96574,20967
642,96723,20988
643,96662,20930
644,96662,20990
645,96606,20980
646,96250,21217
647,96304,21218
648,96304,21219
649,96252,21232
650,96252,21233
651,96252,21234
652,96306,21222
653,96306,21221
654,96476,21214
655,96476,20958
656,96476,21216
657,96603,21064
658,96567,21166
659,96539,20955
660,96550,20953
661,96444,20969
662,96444,20891
663,96444,20990
664,96450,20930
665,96420,17296
666,96402,20990
667,96392,20961
668,96392,20930
669,96386,20954
670,96320,20951
671,96309,21064
672,96277,20891
673,96277,20930
674,96265,20990
675,96235,20930
676,96235,20990
677,96218,21064
678,96218,20920
679,96210,20930
680,96160,20970
681,96187,20980
682,96183,20984
683,96183,20960
684,96162,21064
685,96164,20969
686,96146,20955
687,96131,21166
688,96142,20952
689,96124,20990
690,96124,20988
691,96115,20891
692,96036,20960
693,96050,20967
694,96068,20967
695,95994,20988
696,95996,21064
697,95980,20970
698,95966,20990
699,95878,20967
700,95909,20953
701,95881,20954
702,95856,21166
703,95856,20980
704,95840,21170
705,95833,21184
706,95833,21185
707,95807,20891
708,95792,21064
709,95792,20988
710,95792,20961
711,95703,20985
712,95736,20966
713,95686,20967
714,95700,20951
715,95644,20930
716,95644,20990
717,95644,20891
718,95644,20969
719,95599,20951
720,95599,20966
721,95599,20967
722,95599,20985
723,95553,21060
724,95533,1326
725,95489,20967
726,95411,20990
727,95411,20988
728,95404,20969
729,95404,20984
730,95400,20988
731,95386,20961
732,95292,20953
733,95306,21170
734,95288,21171
735,95288,21172
736,95321,20891
737,95277,20970
738,95249,21064
739,94967,17296
740,95221,20990
741,95200,20980
742,95200,20984
743,95191,21152
744,95191,21151
745,95167,20622
746,95163,20969
747,95163,20891
748,95163,20990
749,95163,20930
750,95133,20951
751,95003,20990
752,95003,20930
753,95020,21060
754,95019,20966
755,95019,20985
756,95019,20967
757,95019,20936
758,94983,20891
759,94987,20984
760,94954,21504
761,94954,21105
762,94940,20967
763,94921,20951
764,94898,20984
765,94861,20960
766,94875,20980
767,94830,21101
768,94830,21102
769,94791,20967
770,94778,17296
771,94774,21060
772,94728,20988
773,94722,20966
774,94706,20951
775,94672,20954
776,94676,20952
777,94676,20953
778,94629,21090
779,94629,21089
780,94570,21060
781,94582,21064
782,94577,21059
783,94574,21059
784,93862,21059
785,94099,21059
786,93998,21059
787,93996,21059
788,93994,21059
789,94097,21059
790,94192,21059
791,94111,21059
792,94127,21059
793,94013,21059
794,93948,21059
795,94322,21059
796,94291,21059
797,93958,21059
798,93937,21059
799,94017,21059
800,94320,21059
801,93950,21059
802,93939,21059
803,94326,21059
804,93908,21059
805,94332,21059
806,94297,21059
807,94314,21059
808,93952,21059
809,94119,21059
810,93920,21059
811,94024,21059
812,93915,21059
813,94316,21059
814,94307,21059
815,94304,21059
816,93927,21059
817,94300,21059
818,94098,21059
819,94132,21059
820,94295,21059
821,94145,21059
822,93892,21059
823,93992,21059
824,93900,21059
825,94328,21059
826,93923,21059
827,93910,21059
828,93913,21059
829,94335,21059
830,94028,21059
831,93925,21059
832,94015,21059
833,93954,21059
834,94021,21059
835,94011,21059
836,94130,21059
837,94109,21059
838,93898,21059
839,94312,21059
840,94069,21059
841,94324,21059
842,93905,21059
843,94219,21059
844,94143,21059
845,94019,21059
846,94310,21059
847,93896,21059
848,94330,21059
849,94225,21059
850,93944,21059
851,93929,21059
852,93903,21059
853,93894,21059
854,93933,21059
855,93729,21059
856,94228,21059
857,94188,21059
858,93956,21059
859,93942,21059
860,94302,21059
861,93931,21059
862,93421,21059
863,93935,21059
864,94337,21059
865,94026,21059
866,93917,21059
867,94318,21059
868,94221,21059
869,94135,21059
870,94214,21064
871,94214,20961
872,94043,20980
873,94216,21059
874,94000,21059
875,93863,21059
876,93890,21059
877,94146,21059
878,94174,20951
879,94174,20985
880,94150,20990
881,94150,20930
882,94003,21059
883,93865,21059
884,93888,21059
885,94136,20966
886,94065,20985
887,94065,20936
888,94048,20955
889,94039,20974
890,94035,20985
891,94035,20936
892,94006,21059
893,93886,21059
894,93864,21059
895,93860,21059
896,93884,21059
897,94009,21059
898,93479,21059
899,93881,21059
900,93877,21059
901,93835,20990
902,93835,20988
903,93839,20985
904,93830,20985
905,93793,20985
906,93765,20891
907,93765,20970
908,93753,20954
909,93753,20955
910,93736,18712
911,93711,20966
912,93641,20990
913,93641,20930
914,93617,20984
915,93620,20951
916,93612,21060
917,93539,20967
918,93513,20951
919,93533,20985
920,93504,20891
921,93504,20970
922,93497,20969
923,93497,21064
924,93489,20990
925,93489,20988
926,93467,20951
927,93467,20985
928,93453,21060
929,93448,20891
930,93438,20985
931,93394,20990
932,93394,20930
933,93396,20984
934,93303,20966
935,93280,20951
936,93280,20985
937,93249,20988
938,93189,20985
939,93179,20966
940,93167,17296
941,93149,20952
942,93149,20953
943,93072,20966
944,93072,20967
945,93047,20990
946,93047,20988
947,93049,20920
948,93030,20985
949,92985,20951
950,92889,20974
951,92832,20966
952,92832,20967
953,92809,20920
954,92809,20969
955,92763,20966
956,92741,20951
957,92741,20967
958,92721,1326
959,92698,20951
960,92670,20957
961,92670,20958
962,92670,20959
963,92613,20927
964,92516,18712
965,92483,20393
966,92483,20169
967,92483,20935
968,92483,20933
969,92483,20934
970,92479,20945
971,92479,20946
972,92479,20947
973,92479,20948
974,92467,18712
975,92380,20393
976,92380,20625
977,92380,20930
978,92380,20169
979,92380,20931
980,92380,20932
981,92380,20371
982,92380,20340
983,92380,20933
984,92380,20934
985,92380,20935
986,92397,20635
987,92397,20936
988,92397,20937
989,92397,20938
990,92397,20934
991,92397,20169
992,92397,20393
993,92426,20943
994,92426,20944
995,92426,20937
996,92426,20933
997,92414,20939
998,92414,20940
999,92414,20941
1000,92414,20942
1001,92351,18712
1002,92290,20927
1003,92238,20923
1004,92238,20920
1005,92238,21060
1006,92238,20891
1007,92187,20895
1008,92253,21060
1009,92192,20921
1010,92192,20922
1011,92160,20920
1012,92195,20919
1013,92155,20917
1014,92155,20918
1015,92177,20891
1016,92136,20626
1017,92125,20622
1018,92108,21337
1019,92095,20633
1020,92079,20184
1021,92070,20710
1022,92002,20613
1023,92002,20614
1024,92002,20626
1025,92002,20616
1026,92002,20184
1027,92002,20411
1028,92002,20622
1029,92017,19010
1030,91969,20627
1031,91981,20655
1032,91963,20621
1033,91955,20690
1034,91856,20620
1035,91908,20638
1036,91892,20615
1037,91896,20625
1038,91880,20626
1039,91876,20624
1040,91853,20633
1041,91847,20616
1042,91793,20411
1043,91736,20411
1044,91660,20614
1045,91660,20411
1046,91722,20617
1047,91714,20649
1048,91671,20611
1049,91607,20627
1050,91592,20614
1051,91470,20615
1052,91574,20628
1053,91569,20667
1054,91577,20615
1055,91564,20655
1056,91528,20690
1057,91546,20621
1058,91501,20616
1059,91484,20668
1060,91477,20625
1061,91455,17296
1062,91443,20617
1063,91356,20638
1064,90602,20667
1065,90871,20615
1066,90877,20668
1067,91008,20628
1068,91024,20668
1069,91378,20615
1070,91359,20629
1071,91369,20667
1072,91361,20622
1073,91348,21060
1074,91367,20625
1075,91337,20649
1076,91263,20625
1077,90819,20378
1078,90655,20378
1079,90509,20626
1080,90511,20763
1081,90511,20762
1082,90514,20757
1083,90535,20761
1084,90717,20780
1085,90717,20781
1086,90517,20622
1087,90583,20757
1088,90550,20764
1089,90550,20765
1090,90550,20766
1091,91399,20808
1092,90575,20808
1093,90524,20644
1094,90524,20781
1095,91088,20625
1096,91088,20617
1097,91076,20633
1098,91041,20649
1099,90959,20616
1100,90959,20613
1101,90959,20184
1102,90959,20626
1103,90883,20649
1104,90869,20611
1105,90861,20808
1106,90839,20184
1107,90839,20638
1108,90661,20710
1109,90796,20617
1110,90704,20617
1111,90735,20617
1112,90686,20649
1113,90663,20615
1114,90682,20629
1115,90608,20629
1116,90677,20668
1117,90667,20667
1118,90670,20628
1119,90658,20625
1120,90611,20649
1121,90591,20625
1122,90475,20625
1123,90475,20617
1124,90467,20638
1125,90417,20625
1126,89395,20611
1127,90377,20655
1128,90375,20621
1129,90353,20633
1130,90353,20626
1131,90351,20633
1132,90298,20628
1133,90158,20629
1134,90147,20615
1135,90177,20628
1136,90162,20667
1137,90268,20615
1138,90301,20629
1139,90272,20613
1140,90272,20626
1141,90284,20625
1142,90284,20649
1143,90267,20411
1144,90267,20614
1145,90267,20616
1146,90201,20625
1147,90193,20184
1148,90193,20626
1149,90172,20625
1150,90143,20627
1151,90111,20620
1152,90122,20184
1153,90122,20626
1154,90103,20625
1155,90090,20635
1156,90077,20622
1157,90034,20629
1158,89999,20628
1159,89997,20615
1160,90023,20667
1161,90013,20411
1162,90013,20614
1163,90013,20616
1164,90013,20626
1165,90013,20184
1166,90013,20613
1167,89992,20710
1168,89885,20690
1169,89956,20625
1170,89959,20617
1171,89939,20629
1172,89913,20667
1173,89910,20628
1174,89919,20615
1175,89837,20667
1176,89900,20625
1177,89873,20621
1178,89865,20616
1179,89865,20411
1180,89865,20626
1181,89806,20617
1182,89800,20633
1183,89800,20638
1184,89800,20184
1185,89800,20622
1186,89800,20626
1187,89782,20667
1188,89759,20668
1189,89746,20615
1190,89742,20629
1191,89756,20667
1192,89734,20629
1193,89738,20628
1194,89732,20628
1195,89706,20655
1196,89698,20411
1197,89698,20626
1198,89698,20613
1199,89698,20616
1200,89698,20184
1201,89701,20625
1202,89682,20635
1203,89663,20649
1204,89653,20614
1205,89653,20411
1206,89653,20616
1207,89653,20613
1208,89653,20184
1209,89653,20626
1210,89653,20622
1211,89617,20617
1212,89608,20649
1213,89580,20411
1214,89580,20613
1215,89560,20644
1216,89556,20625
1217,89551,20624
1218,89551,20616
1219,89548,20624
1220,89548,20614
1221,89548,20616
1222,89473,20627
1223,89519,20638
1224,89519,20626
1225,89519,20184
1226,89494,20625
1227,89479,20625
1228,89460,20635
1229,89452,20622
1230,89452,20633
1231,89436,20614
1232,89436,20613
1233,89436,20626
1234,89409,18712
1235,89406,18712
1236,89372,18712
1237,89369,18712
1238,89361,18712
1239,89358,18712
1240,89355,18712
1241,89353,18712
1242,89351,18712
1243,89348,18712
1244,89345,18712
1245,89342,18712
1246,89339,18712
1247,89321,18712
1248,89318,18712
1249,89290,20423
1250,89308,18712
1251,89283,20077
1252,89277,20393
1253,89277,20377
1254,89273,18712
1255,88740,20410
