id,story_id,tag_id
421,104886,120
422,104880,21884
423,104880,21882
424,104880,21883
425,104880,7650
426,104822,20754
427,104822,1401
428,104817,20848
429,104817,9279
430,104817,21881
431,104817,21849
432,104817,7820
433,104817,7821
434,104817,21880
435,104811,21879
436,104811,21842
437,104811,14604
438,104811,1695
439,104811,5003
440,104811,13493
441,104811,21394
442,104811,21647
443,104727,21499
444,104134,21559
445,104134,2829
446,104136,21559
447,104631,89
448,104631,375
449,104615,573
450,104615,375
451,104615,10487
452,104574,649
453,104574,13493
454,104574,21324
455,104569,16704
456,104569,21875
457,104569,21873
458,104569,21876
459,104569,21874
460,104569,21394
461,104569,21324
462,104539,1638
463,104539,6863
464,104539,8586
465,104539,8085
466,104525,21872
467,104525,8085
468,104525,1843
469,104485,1579
470,104485,21870
471,104485,21869
472,104485,9686
473,104485,21868
474,104485,14840
475,104485,21857
476,104485,20630
477,104483,120
478,104483,21871
479,104483,21627
480,104483,1438
481,104452,21866
482,104452,21867
483,104452,21864
484,104452,21865
485,104393,120
486,104393,261
487,104369,18772
488,104369,1421
489,104369,21861
490,104369,16861
491,104369,10797
492,104369,21862
493,104369,4252
494,104236,21847
495,104236,89
496,104236,20471
497,104236,344
498,104236,21850
499,104236,21851
500,104236,4741
501,104236,21849
502,104236,21846
503,104236,21848
504,104236,1599
505,104353,21793
506,104353,304
507,104353,21577
508,104350,18230
509,104350,554
510,104350,323
511,104350,21860
512,104347,4409
513,104347,21859
514,104347,19937
515,104336,21858
516,104336,120
517,104336,15264
518,104336,14672
519,104336,89
520,104336,18360
521,104336,21857
522,104308,19703
523,104308,3559
524,104308,849
525,104308,21856
526,104308,2583
527,104279,21855
528,104279,6326
529,104279,19721
530,104279,21854
531,104279,20742
532,104185,4638
533,104185,2519
534,104185,4642
535,104185,21853
536,104222,8593
537,104222,6619
538,104222,1275
539,104222,21824
540,104254,12938
541,104167,21841
542,104167,21842
543,104167,21840
544,104167,21843
545,104108,21747
546,104108,21827
547,104108,15470
548,104108,5793
549,104105,20115
550,104105,940
551,104105,6486
552,104105,2950
553,104105,257
554,104088,21689
555,104088,17928
556,104088,19933
557,104088,13493
558,104088,21647
559,104052,2261
560,104052,327
561,104052,7616
562,104052,2950
563,103989,307
564,103989,5064
565,103989,21825
566,103989,21812
567,103989,8423
568,103989,21824
569,103972,5334
570,103972,7215
571,103972,1711
572,103972,1248
573,103954,4838
574,103954,17163
575,103954,375
576,103916,3604
577,103916,20506
578,103916,5793
579,103916,6782
580,103916,5797
581,103888,20506
582,103888,21823
583,103888,18394
584,103888,15470
585,103876,304
586,103876,5346
587,103876,19668
588,103876,2491
589,103853,3834
590,103853,21820
591,103853,21821
592,103853,849
593,103853,21760
594,103853,21818
595,103853,21819
596,103801,804
597,103801,3437
598,103809,17021
599,103809,550
600,103809,2389
601,103809,150
602,103809,613
603,103809,6782
604,103796,21619
605,103796,21620
606,103796,4642
607,103796,21641
608,103796,9933
609,103788,21815
610,103788,4641
611,103788,21816
612,103690,21813
613,103690,21444
614,103690,5064
615,103690,21812
616,103690,10011
617,103690,13819
618,103742,352
619,103742,1248
620,103688,15675
621,103672,399
622,103672,9314
623,103672,261
624,103672,4805
625,103642,804
626,103642,6475
627,103642,8123
628,103607,21803
629,103607,633
630,103607,21804
631,103607,21802
632,103621,9619
633,103500,1122
634,103500,21800
635,103500,424
636,103500,4964
637,103500,1248
638,103500,1249
639,103500,21801
640,103541,6840
641,103541,21800
642,103541,1248
643,103448,317
644,103448,21760
645,103448,19227
646,103448,21702
647,103448,4625
648,103448,321
649,103448,851
650,103448,21324
651,103396,4215
652,103396,399
653,103396,261
654,103212,399
655,103228,19722
656,103322,19720
657,103198,375
658,103198,8022
659,103187,20275
660,103187,375
661,103187,20220
662,103161,21444
663,103161,19227
664,103161,1695
665,103161,21689
666,103161,21324
667,103154,3229
668,103154,21323
669,103140,21627
670,103140,4960
671,103107,649
672,103107,887
673,103107,19721
674,103107,3707
675,103079,21762
676,103079,21689
677,103079,21763
678,103079,19933
679,103079,21324
680,103079,19722
681,103079,21647
682,103060,700
683,103060,21345
684,103060,21552
685,103060,5382
686,103060,21761
687,103060,21394
688,103060,21324
689,103060,19721
690,103041,309
691,103041,21444
692,103041,21759
693,103041,21760
694,103041,8423
695,103041,17891
696,103041,19722
697,102992,21757
698,102992,19227
699,102992,7614
700,102992,21324
701,102992,2950
702,102968,1695
703,102968,21753
704,102968,21754
705,102968,19722
706,102968,2950
707,102954,908
708,102954,21752
709,102954,21749
710,102954,21750
711,102954,21751
712,102901,15540
713,102901,15559
714,102901,21747
715,102901,21746
716,102890,21743
717,102890,610
718,102890,14604
719,102890,21744
720,102849,5824
721,102849,700
722,102849,21742
723,102849,4563
724,102849,331
725,102849,21591
726,102849,887
727,102849,1106
728,102849,21590
729,102849,21740
730,102849,19722
731,102849,21741
732,102849,6653
733,102851,1954
734,102851,16068
735,102851,19721
736,102845,19722
737,102836,21527
738,102836,21738
739,102836,19988
740,102836,21737
741,102828,1692
742,102828,2909
743,102828,21461
744,102828,19722
745,102828,5917
746,102802,3074
747,102802,21735
748,102802,1711
749,102802,21736
750,102802,323
751,102792,21470
752,102792,10734
753,102792,1945
754,102792,17021
755,102789,8689
756,102789,20769
757,102789,19721
758,102743,14604
759,102743,21386
760,102743,21733
761,102743,2950
762,102756,21732
763,102756,21731
764,102756,14604
765,102756,13250
766,102756,3607
767,102756,714
768,102756,9415
769,102726,8304
770,102726,21730
771,102726,21729
772,102726,21728
773,102726,14604
774,102726,21726
775,102726,21725
776,102726,21724
777,102726,21727
778,102726,2950
779,102725,893
780,102725,1495
781,102725,8116
782,102725,13455
783,102725,19722
784,102692,1275
785,102692,10011
786,102692,19721
787,102675,20416
788,102675,7240
789,102675,19722
790,102674,7526
791,102674,7591
792,102674,2134
793,102674,9892
794,102674,9893
795,102674,19721
796,102642,375
797,102642,21712
798,102642,1402
799,102642,19720
800,102653,21714
801,102653,168
802,102653,21718
803,102653,2572
804,102653,21717
805,102653,21713
806,102653,4584
807,102653,21719
808,102653,14706
809,102653,21716
810,102653,21715
811,102653,19722
812,102653,6368
813,102580,279
814,102580,21684
815,102580,19721
816,102580,3437
817,102568,3857
818,102568,2227
819,102568,21709
820,102568,6567
821,102568,9187
822,102568,19722
823,102554,19722
824,102539,4174
825,102539,7591
826,102539,9930
827,102539,19722
828,102529,120
829,102529,3328
830,102529,887
831,102529,13571
832,102529,21706
833,102529,18255
834,102529,21707
835,102529,19720
836,102518,9754
837,102518,18405
838,102518,849
839,102518,14604
840,102518,14506
841,102163,4642
842,102163,21587
843,102163,115
844,102163,1106
845,102163,852
846,102510,11663
847,102510,3229
848,102510,21705
849,102510,21527
850,102498,3251
851,102498,21703
852,102498,21704
853,102498,19722
854,102498,12169
855,102467,19721
856,102455,8568
857,102455,21702
858,102455,1695
859,102455,887
860,102455,1106
861,102455,19720
862,102455,21647
863,102350,790
864,102350,19374
865,102350,9559
866,102350,844
867,102390,21699
868,102390,573
869,102390,269
870,102390,19720
871,102314,304
872,102314,120
873,102314,95
874,102314,3834
875,102314,96
876,102314,849
877,102314,5555
878,102314,19722
879,102297,14604
880,102321,10734
881,102321,11906
882,102321,10291
883,102321,844
884,102321,21698
885,102321,19720
886,102299,549
887,102299,9560
888,102299,3137
889,102299,14604
890,102299,150
891,102306,21696
892,102306,21697
893,102306,349
894,102306,13493
895,102306,19721
896,102270,21690
897,102270,1876
898,102270,2513
899,102270,21689
900,102270,19722
901,102270,21596
902,102265,375
903,102265,21688
904,102265,21620
905,102265,4642
906,102265,1963
907,102265,19720
908,102259,21685
909,102259,1278
910,102259,1840
911,102259,21687
912,102259,1876
913,102259,21686
914,102259,1401
915,102259,1443
916,102259,9602
917,102259,8609
918,102259,19721
919,102247,384
920,102247,4642
921,102247,940
922,102247,8346
923,102247,6782
924,102174,1412
925,102174,1413
926,102174,14604
927,102174,1248
928,102156,17489
929,102156,12023
930,102156,17457
931,102156,19720
932,102134,847
933,102134,279
934,102134,2562
935,102134,21684
936,102134,19721
937,102089,19722
938,102079,4642
939,102079,14250
940,102079,1843
941,102079,19720
942,101911,19721
943,101910,19720
944,102033,21664
945,102033,21386
946,102033,21663
947,102033,21322
948,102033,21665
949,102033,19722
950,102033,2950
951,101988,2835
952,101988,2389
953,101988,150
954,101988,19720
955,101983,1697
956,101983,21655
957,101983,21656
958,101983,1698
959,101983,1699
960,101983,14604
961,101983,21657
962,101885,788
963,101885,17021
964,101885,1638
965,101885,2116
966,101885,14604
967,101885,18329
968,101885,550
969,101885,2389
970,101885,3153
971,101885,21652
972,101885,613
973,101885,19721
974,101898,8957
975,101898,150
976,101898,19506
977,101898,16224
978,101898,21654
979,101898,19720
980,101882,384
981,101882,4642
982,101882,14250
983,101882,8346
984,101882,19721
985,101889,8069
986,101889,1840
987,101889,21178
988,101889,3050
989,101889,21653
990,101889,12004
991,101889,14914
992,101889,17457
993,101889,2950
994,101848,5064
995,101848,21648
996,101848,9553
997,101848,6615
998,101848,17501
999,101848,14604
1000,101848,19722
1001,101848,21649
1002,101832,1692
1003,101832,9670
1004,101832,2932
1005,101832,17894
1006,101832,150
1007,101832,3182
1008,101832,19721
1009,101832,21647
1010,101831,10200
1011,101831,32
1012,101831,42
1013,101831,8608
1014,101831,21646
1015,101831,19722
1016,101813,19720
1017,101715,120
1018,101715,700
1019,101715,6845
1020,101715,21643
1021,101715,19721
1022,101668,4642
1023,101668,21641
1024,101668,19722
1025,101668,21640
1026,101630,120
1027,101630,14604
1028,101630,707
1029,101630,150
1030,101630,1502
1031,101651,1661
1032,101651,21631
1033,101651,9813
1034,101651,21630
1035,101651,21632
1036,101651,4584
1037,101651,21633
1038,101651,19720
1039,101633,384
1040,101633,4642
1041,101633,14250
1042,101633,21629
1043,101633,19720
1044,101644,168
1045,101644,1969
1046,101644,3834
1047,101644,7358
1048,101644,3800
1049,101605,14604
1050,101605,670
1051,101605,115
1052,101605,21627
1053,101605,4960
1054,101605,21628
1055,101418,4642
1056,101418,3539
1057,101418,19720
1058,101418,2950
1059,101206,10150
1060,101206,96
1061,101206,15373
1062,101206,21599
1063,101206,150
1064,101206,10155
1065,101206,21600
1066,101206,10157
1067,101206,1248
1068,101206,21576
1069,101259,96
1070,101259,21609
1071,101259,14092
1072,101259,17358
1073,101259,21579
1074,101259,21610
1075,101259,8666
1076,101259,260
1077,101259,21611
1078,101284,2942
1079,101284,19252
1080,101284,4700
1081,101284,21582
1082,101284,601
1083,101388,97
1084,101388,21620
1085,101388,10450
1086,101388,4642
1087,101388,1397
1088,101388,21582
1089,101388,19722
1090,101379,96
1091,101379,375
1092,101379,1093
1093,101379,1260
1094,101379,21576
1095,101379,3707
1096,101389,3604
1097,101389,21619
1098,101389,21620
1099,101389,4642
1100,101389,21587
1101,101403,1254
1102,101403,21527
1103,101403,713
1104,101403,815
1105,101403,260
1106,101403,1268
1107,101336,1030
1108,101336,21622
1109,101336,5521
1110,101336,19720
1111,101343,384
1112,101343,21619
1113,101343,21620
1114,101343,4642
1115,101343,19721
1116,101316,21616
1117,101316,21617
1118,101316,18490
1119,101316,3022
1120,101316,19721
1121,101316,2950
1122,101289,628
1123,101289,12660
1124,101289,14604
1125,101289,3854
1126,101289,6340
1127,101289,5412
1128,101273,1892
1129,101273,21614
1130,101273,14604
1131,101273,3187
1132,101273,150
1133,101273,21615
1134,101273,21613
1135,101273,19722
1136,101228,14604
1137,101228,2990
1138,101228,21612
1139,101228,21602
1140,101228,3328
1141,101228,2079
1142,101228,21601
1143,101228,18254
1144,101228,19722
1145,101232,8378
1146,101232,21607
1147,101232,1424
1148,101232,21608
1149,101232,5602
1150,101232,10155
1151,101232,19722
1152,101194,150
1153,101194,19722
1154,101194,21597
1155,101194,21598
1156,101182,3158
1157,101182,384
1158,101182,790
1159,101182,2389
1160,101182,613
1161,101182,19720
1162,101182,21596
1163,101185,384
1164,101185,20275
1165,101185,12078
1166,101185,8346
1167,101185,19721
1168,101159,20585
1169,101159,14779
1170,101159,14604
1171,101159,8813
1172,101115,19929
1173,101115,21593
1174,101115,19720
1175,101115,16016
1176,101109,21592
1177,101109,8043
1178,101109,3543
1179,101109,613
1180,101109,19721
1181,101109,12516
1182,101100,11882
1183,101100,15932
1184,101100,12650
1185,101100,5959
1186,101100,21591
1187,101100,5061
1188,101100,2275
1189,101100,21589
1190,101100,21590
1191,101100,19722
1192,101100,5625
1193,101100,94
1194,101091,335
1195,101091,1963
1196,101049,19722
1197,100997,2267
1198,100997,150
1199,100997,7732
1200,100997,19720
1201,100906,102
1202,100906,21092
1203,100906,6685
1204,100919,1781
1205,100919,4700
1206,100919,1413
1207,100919,14604
1208,100919,6727
1209,100919,21570
1210,100919,5383
1211,100919,19721
1212,100919,2950
1213,100858,21178
1214,100858,21565
1215,100858,21566
1216,100858,16159
1217,100858,19720
1218,100861,21567
1219,100861,5637
1220,100861,21568
1221,100861,21569
1222,100861,19721
1223,100883,21207
1224,100883,375
1225,100883,14604
1226,100883,1380
1227,100883,335
1228,100866,14604
1229,100812,19721
1230,100810,19720
1231,100758,19722
1232,100695,20275
1233,100695,375
1234,100695,5793
1235,100695,19720
1236,100695,6782
1237,100695,20713
1238,100652,168
1239,100652,849
1240,100652,2316
1241,100652,20279
1242,100652,19720
1243,100667,1122
1244,100667,14604
1245,100667,951
1246,100667,1963
1247,100667,21556
1248,100663,16525
1249,100663,12314
1250,100663,21554
1251,100663,12004
1252,100663,19720
1253,100663,21555
1254,100663,2950
1255,100663,21080
1256,100641,700
1257,100641,21552
1258,100641,14604
1259,100641,21551
1260,100641,21553
1261,100612,18535
1262,100612,7145
1263,100612,21549
1264,100612,19721
1265,100612,21550
1266,100499,7145
1267,100499,21549
1268,100499,19722
1269,100499,21550
1270,100579,21547
1271,100579,21540
1272,100579,21541
1273,100579,14604
1274,100579,21543
1275,100579,21546
1276,100579,21548
1277,100579,21545
1278,100579,21544
1279,100579,19721
1280,100579,21542
1281,100579,1268
1282,100522,15929
1283,100522,14986
1284,100522,21537
1285,100523,713
1286,100523,5501
1287,100523,815
1288,100523,1268
1289,100518,21536
1290,100518,304
1291,100518,21534
1292,100518,3728
1293,100518,21535
1294,100518,19722
1295,100490,27
1296,100490,14604
1297,100490,940
1298,100490,150
1299,100490,19722
1300,100451,21524
1301,100451,21523
1302,100451,19722
1303,100451,2950
1304,100365,21499
1305,100365,19721
1306,100269,21499
1307,95312,21499
1308,100152,19720
1309,99823,120
1310,99823,2990
1311,99823,4166
1312,99823,3303
1313,99802,910
1314,99802,19929
1315,99802,19783
1316,99796,384
1317,99796,168
1318,99796,1969
1319,99796,12929
1320,99796,19722
1321,99796,253
1322,99773,21479
1323,99773,7358
1324,99773,2389
1325,99773,150
1326,99773,19721
1327,99741,19721
1328,99728,328
1329,99728,21439
1330,99728,21441
1331,99728,21478
1332,99728,19720
1333,99720,89
1334,99720,150
1335,99716,88
1336,99716,89
1337,99712,89
1338,99712,150
1339,99708,89
1340,99708,150
1341,99701,89
1342,99701,277
1343,99701,150
1344,99697,89
1345,99697,150
1346,99693,89
1347,99693,9418
1348,99684,19720
1349,98912,120
1350,98912,1293
1351,98912,1429
1352,99625,168
1353,99625,849
1354,99625,91
1355,99625,14604
1356,99625,9794
1357,99582,20605
1358,99582,9820
1359,99582,21474
1360,99582,714
1361,99582,19722
1362,99601,1275
1363,99601,3231
1364,99601,21475
1365,99601,21230
1366,99601,10010
1367,99601,19720
1368,99584,19721
1369,99583,17290
1370,99583,102
1371,99583,14604
1372,99583,20879
1373,99583,5412
1374,99583,19722
1375,99570,21472
1376,99570,21447
1377,99570,21473
1378,99570,3723
1379,99570,21322
1380,99570,19720
1381,99562,21470
1382,99562,10734
1383,99562,384
1384,99562,17021
1385,99562,14604
1386,99562,550
1387,99562,21471
1388,99562,804
1389,99553,893
1390,99553,19812
1391,99553,19722
1392,99528,790
1393,99528,375
1394,99528,9444
1395,99528,14251
1396,99528,14604
1397,99528,940
1398,99519,19721
1399,99516,21469
1400,99516,885
1401,99516,1401
1402,99516,21468
1403,99516,19721
1404,98870,6992
1405,98870,10586
1406,98870,20253
1407,98870,1093
1408,98870,16056
1409,98870,14623
1410,98870,8451
1411,98870,5887
1412,98870,3707
1413,99151,21452
1414,99151,21454
1415,99151,21453
1416,99151,148
1417,99151,402
1418,99151,150
1419,99151,260
1420,99147,7349
1421,99147,21449
1422,99147,2085
1423,99147,1435
1424,99147,8247
1425,99149,3170
1426,99149,21451
1427,99149,21450
1428,99149,9061
1429,99149,3113
1430,99149,3176
1431,99437,2932
1432,99437,150
1433,99437,1338
1434,99437,12792
1435,99435,1995
1436,99435,1226
1437,99435,21465
1438,99435,177
1439,99435,21464
1440,99435,185
1441,99435,21463
1442,99496,10586
1443,99496,20843
1444,99496,20729
1445,99496,549
1446,99496,9559
1447,99496,8197
1448,99496,20662
1449,99496,3707
1450,99471,384
1451,99471,375
1452,99471,12614
1453,99471,19720
1454,99460,105
1455,99460,375
1456,99460,14604
1457,99460,550
1458,99460,150
1459,99451,19722
1460,99420,375
1461,99420,2116
1462,99420,8987
1463,99420,1413
1464,99420,19722
1465,99379,5694
1466,99379,13772
1467,99379,1836
1468,99379,14266
1469,99379,19722
1470,99391,384
1471,99391,12614
1472,99391,19534
1473,99391,19721
1474,99273,120
1475,99273,1148
1476,99273,15265
1477,99273,11883
1478,99273,21457
1479,99273,17342
1480,99273,5969
1481,99363,7031
1482,99363,1226
1483,99363,3903
1484,99363,492
1485,99363,17901
1486,99363,686
1487,99363,976
1488,99303,384
1489,99303,790
1490,99303,145
1491,99303,3503
1492,99303,19722
1493,99342,15080
1494,99342,5073
1495,99342,5793
1496,99342,19722
1497,99342,6782
1498,99335,19722
1499,99332,15080
1500,99332,5073
1501,99332,5793
1502,99332,19722
1503,99332,6782
1504,99307,309
1505,99307,327
1506,99307,21461
1507,99307,17891
1508,99307,19720
1509,99301,940
1510,99301,349
1511,99301,2392
1512,99301,1248
1513,99301,19721
1514,99295,801
1515,99295,15986
1516,99295,4700
1517,99295,14604
1518,99295,17349
1519,99295,5383
1520,99287,14604
1521,99276,17565
1522,99276,21459
1523,99276,21458
1524,99276,317
1525,99276,19720
1526,99276,2950
1527,99265,573
1528,99265,1935
1529,99265,21456
1530,99265,10487
1531,99265,1248
1532,99265,19721
1533,99087,19722
1534,99074,19721
1535,99091,5293
1536,99091,6370
1537,99091,1807
1538,99091,940
1539,99091,13772
1540,99091,19722
1541,98916,14604
1542,98916,3728
1543,98916,1406
1544,99032,384
1545,99032,17021
1546,99032,1682
1547,99032,17891
1548,99032,19720
1549,98989,887
1550,98989,325
1551,98989,19722
1552,98948,13096
1553,98948,6978
1554,98948,19721
1555,98948,2106
1556,98952,18566
1557,98952,304
1558,98952,7057
1559,98952,8559
1560,98952,5064
1561,98952,7582
1562,98952,21447
1563,98935,14604
1564,98935,21446
1565,98935,21445
1566,98935,5695
1567,98935,1836
1568,98904,573
1569,98904,6628
1570,98904,1378
1571,98904,150
1572,98904,2954
1573,98904,8844
1574,98904,19720
1575,98904,2950
1576,98890,21444
1577,98890,21359
1578,98890,2978
1579,98890,887
1580,98890,19722
1581,98874,120
1582,98874,849
1583,98874,107
1584,98874,21443
1585,98874,1716
1586,98874,1992
1587,98874,19722
1588,98874,264
1589,98847,19720
1590,98792,304
1591,98792,700
1592,98792,27
1593,98792,19721
1594,98785,3913
1595,98785,5706
1596,98785,269
1597,98785,19722
1598,98785,383
1599,98785,21442
1600,98785,976
1601,98775,328
1602,98775,14604
1603,98775,21436
1604,98775,2146
1605,98775,21440
1606,98775,21439
1607,98775,21441
1608,98775,21438
1609,98775,957
1610,98775,21437
1611,98753,102
1612,98753,120
1613,98753,327
1614,98753,150
1615,98753,16114
1616,98753,18376
1617,98753,5620
1618,98753,335
1619,98747,95
1620,98747,12675
1621,98747,1361
1622,98747,269
1623,98747,6527
1624,98747,19722
1625,98709,20585
1626,98709,3151
1627,98709,14778
1628,98709,887
1629,98709,21410
1630,98709,19721
1631,98735,20663
1632,98735,150
1633,98731,20663
1634,98731,150
1635,98731,19721
1636,98727,20663
1637,98727,150
1638,98723,20663
1639,98723,150
1640,98641,20754
1641,98641,3908
1642,98641,1223
1643,98641,8424
1644,98641,13321
1645,98641,21406
1646,98690,384
1647,98690,14234
1648,98690,653
1649,98690,2067
1650,98690,19721
1651,98675,21408
1652,98675,21407
1653,98675,21409
1654,98675,12770
1655,98675,19720
1656,98670,6513
1657,98670,1935
1658,98670,7820
1659,98670,7823
1660,98670,15178
1661,98670,19721
1662,98617,19722
1663,98628,375
1664,98628,12614
1665,98628,550
1666,98628,19721
1667,98627,803
1668,98627,14604
1669,98627,21405
1670,98627,844
1671,98627,682
1672,98627,13591
1673,98627,2950
1674,98534,14943
1675,98534,6872
1676,98534,3716
1677,98534,7866
1678,98534,4658
1679,98534,150
1680,98534,1948
1681,98534,69
1682,98534,5384
1683,98534,21403
1684,98534,19722
1685,98541,168
1686,98541,15290
1687,98541,7145
1688,98541,150
1689,98541,19722
1690,98517,18772
1691,98517,8957
1692,98517,13591
1693,98517,19722
1694,98517,18815
1695,98512,14604
1696,98501,19721
1697,98429,893
1698,98429,1406
